user;age;gender;residence;religion;maritalstatus;profession;politicalorientation;sexualorientation;numfriends;like1;like2;like3;classvalue;auth;mod
175;18-25;female;Winthrop;Muslim;Single;Manager;Center Right;Asexual;LOW;entertainment;entertainment;music artist;YES;0.219895;5
174;18-25;male;Boston;Muslim;Married;Student;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.361257;5
173;36-45;female;Santa Barbara;Christian;Divorced;Professional;Center;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.319372;0
172;18-25;female;Boston;No religious affiliation;Widowed;Professional;Center Left;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.445026;5
171;18-25;female;Winthrop;Muslim;Single;Professional;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.209424;5
170;18-25;female;Winthrop;No religious affiliation;Single;Manager;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.267016;5
169;46-55;male;Winthrop;No religious affiliation;Single;Sales and office;Center;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.272251;0
168;18-25;female;Santa Barbara;Muslim;Married;Professional;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.340314;5
167;26-35;male;Winthrop;Christian;Divorced;Service;Center;Heterosexual;HIGH;tv show;drink brand;soccer club;NO;0.209424;5
166;18-25;female;Winthrop;Muslim;Single;Professional;Center Right;Heterosexual;MEDIUM;entertainment;entertainment;music artist;YES;0.303665;5
165;76-85;female;Boston;No religious affiliation;Single;Service;Center;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.361257;0
164;18-25;female;Winthrop;Hindu;Single;Professional;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.518325;5
163;36-45;male;Boston;No religious affiliation;Married;Sales and office;Center;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.188482;0
162;26-35;female;Santa Barbara;Buddhist;Married;Natural resources construction and maintenance;Center;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.350785;3
161;36-45;male;Boston;No religious affiliation;Married;Sales and office;Center;Heterosexual;LOW;entertainment;drink brand;music artist;NO;0.314136;0
160;56-65;female;Palo Alto;Hindu;Married;Student;Center;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.513089;1
159;36-45;female;Boston;Buddhist;Single;Sales and office;Center;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.350785;0
158;66-75;female;Cambridge;Muslim;Single;Professional;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.424084;5
157;36-45;male;Boston;Christian;Single;Sales and office;Center;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.429319;0
156;46-55;female;Santa Barbara;Muslim;Single;Manager;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.780105;5
155;66-75;female;Boston;Other Religions;Divorced;Sales and office;Left;Asexual;LOW;drink brand;drink brand;entertainment;YES;0.219895;5
154;26-35;male;Santa Barbara;Christian;Widowed;Student;Center Right;Heterosexual;MEDIUM;music artist;music artist;entertainment;NO;0.256545;1
153;18-25;female;Winthrop;Muslim;Divorced;Professional;Center;Heterosexual;LOW;drink brand;drink brand;entertainment;YES;0.356021;5
152;18-25;female;Cambridge;Christian;Single;Professional;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.167539;5
151;18-25;female;San Jose;Muslim;Single;Professional;Center;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.392670;5
150;36-45;female;Cambridge;No religious affiliation;Single;Sales and office;Far Left;Heterosexual;LOW;tv show;drink brand;soccer club;YES;0.319372;0
149;26-35;male;Boston;No religious affiliation;Single;Sales and office;Center Left;Homosexual;LOW;tv show;drink brand;soccer club;NO;0.513089;5
148;36-45;female;Winthrop;Muslim;Single;Service;Center Right;Asexual;LOW;entertainment;entertainment;music artist;YES;0.198953;5
147;18-25;female;Winthrop;Muslim;Single;Professional;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.340314;5
146;18-25;male;Palo Alto;Christian;Married;Professional;Center Left;Homosexual;LOW;drink brand;drink brand;entertainment;NO;0.293194;1
145;18-25;male;Cambridge;Christian;Married;Manager;Right;Heterosexual;MEDIUM;entertainment;entertainment;music artist;NO;0.408377;1
144;66-75;male;San Jose;Jewish;Divorced;Production transportation and material moving;Far Left;Heterosexual;LOW;music artist;music artist;entertainment;YES;0.287958;4
143;26-35;female;Santa Barbara;Muslim;Married;Professional;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.408377;5
142;18-25;male;Palo Alto;Christian;Single;Natural resources construction and maintenance;Center Left;Heterosexual;LOW;drink brand;drink brand;entertainment;NO;0.387435;1
141;26-35;female;San Jose;Muslim;Single;Professional;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.638743;5
140;18-25;female;Cambridge;Buddhist;Widowed;Professional;Center Right;Heterosexual;LOW;music artist;music artist;entertainment;NO;0.183246;5
139;26-35;female;Winthrop;Muslim;Single;Professional;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.303665;5
138;36-45;male;Boston;Muslim;Married;Service;Center Left;Heterosexual;LOW;drink brand;drink brand;entertainment;YES;0.387435;1
137;18-25;male;San Jose;Christian;Married;Student;Center Left;Bisexual;MEDIUM;drink brand;drink brand;entertainment;NO;0.502618;1
136;56-65;female;Winthrop;Muslim;Single;Sales and office;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.282723;5
135;76-85;female;Winthrop;Muslim;Married;Professional;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.492147;5
134;18-25;male;San Jose;No religious affiliation;Married;Student;Center Left;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.376963;1
133;18-25;male;Boston;Muslim;Divorced;Service;Center Right;Heterosexual;LOW;music artist;music artist;entertainment;YES;0.534031;5
132;18-25;male;San Jose;Jewish;Widowed;Student;Center Left;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.335079;4
131;18-25;male;Santa Barbara;Christian;Single;Professional;Center Left;Heterosexual;MEDIUM;drink brand;drink brand;entertainment;NO;0.376963;1
130;18-25;male;Winthrop;Christian;Single;Student;Center Left;Heterosexual;MEDIUM;drink brand;drink brand;entertainment;NO;0.439791;1
129;18-25;female;Santa Barbara;Christian;Married;Sales and office;Far Left;Heterosexual;MEDIUM;entertainment;entertainment;music artist;YES;0.539267;1
128;66-75;female;Santa Barbara;Christian;Single;Production transportation and material moving;Center Left;Heterosexual;MEDIUM;music artist;music artist;entertainment;NO;0.429319;4
127;26-35;female;Winthrop;Christian;Single;Student;Center Right;Heterosexual;MEDIUM;entertainment;entertainment;music artist;NO;0.607330;5
126;18-25;male;Palo Alto;Christian;Single;Student;Center Left;Heterosexual;MEDIUM;drink brand;drink brand;entertainment;NO;0.570681;1
125;26-35;male;Santa Barbara;Christian;Married;Student;Center Left;Heterosexual;MEDIUM;entertainment;entertainment;music artist;NO;0.842932;1
124;26-35;female;Winthrop;Christian;Single;Professional;Far Left;Heterosexual;MEDIUM;drink brand;drink brand;entertainment;YES;0.115183;8
123;36-45;male;Boston;No religious affiliation;Single;Manager;Center Left;Heterosexual;LOW;music artist;music artist;entertainment;NO;0.178010;0
122;26-35;female;Boston;Christian;Married;Sales and office;Center;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.198953;0
121;36-45;male;Boston;No religious affiliation;Married;Sales and office;Center;Heterosexual;LOW;music artist;music artist;entertainment;NO;0.188482;0
120;26-35;female;Winthrop;No religious affiliation;Married;Student;Center Left;Heterosexual;LOW;music artist;music artist;entertainment;NO;0.146597;0
119;36-45;male;Boston;No religious affiliation;Single;Sales and office;Center;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.198953;0
118;36-45;male;Boston;No religious affiliation;Married;Sales and office;Center;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.183246;0
117;36-45;male;Boston;Muslim;Widowed;Sales and office;Center;Heterosexual;LOW;music artist;music artist;entertainment;YES;0.329843;0
116;36-45;male;Boston;No religious affiliation;Married;Sales and office;Center;Heterosexual;LOW;entertainment;drink brand;entertainment;NO;0.209424;0
115;56-65;male;Santa Barbara;Hindu;Widowed;Natural resources construction and maintenance;Right;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.146597;3
114;26-35;male;Winthrop;No religious affiliation;Married;Production transportation and material moving;Center;Bisexual;LOW;tv show;drink brand;soccer club;NO;0.272251;0
113;18-25;female;Palo Alto;Christian;Widowed;Service;Center Left;Heterosexual;MEDIUM;entertainment;entertainment;music artist;NO;0.261780;1
112;36-45;male;Boston;No religious affiliation;Married;Sales and office;Center;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.188482;0
111;36-45;male;Cambridge;Other Religions;Divorced;Manager;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.345550;0
110;26-35;male;Boston;Christian;Married;Service;Center;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.324607;0
109;26-35;male;Winthrop;Christian;Single;Sales and office;Center Left;Heterosexual;LOW;music artist;music artist;entertainment;NO;0.450262;0
108;36-45;male;Boston;No religious affiliation;Married;Sales and office;Center;Heterosexual;MEDIUM;tv show;drink brand;soccer club;NO;0.141361;0
107;26-35;male;Boston;Christian;Married;Sales and office;Left;Heterosexual;LOW;music artist;music artist;entertainment;YES;0.282723;0
106;46-55;male;Boston;No religious affiliation;Married;Production transportation and material moving;Center Right;Bisexual;LOW;entertainment;entertainment;music artist;NO;0.267016;0
105;36-45;male;Boston;Muslim;Single;Sales and office;Center;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.387435;0
104;26-35;female;Boston;No religious affiliation;Single;Manager;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.251309;0
103;26-35;female;Cambridge;No religious affiliation;Single;Sales and office;Center Left;Heterosexual;LOW;drink brand;drink brand;entertainment;NO;0.303665;0
102;36-45;male;Boston;Muslim;Widowed;Sales and office;Center;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.356021;0
101;36-45;male;San Jose;No religious affiliation;Married;Manager;Center;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.465969;0
100;56-65;male;Boston;No religious affiliation;Married;Natural resources construction and maintenance;Far Left;Heterosexual;LOW;music artist;music artist;entertainment;YES;0.230366;0
99;36-45;male;Boston;No religious affiliation;Married;Sales and office;Center;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.413613;0
98;26-35;female;Cambridge;Other Religions;Widowed;Manager;Left;Heterosexual;LOW;music artist;music artist;entertainment;YES;0.350785;0
97;18-25;male;Palo Alto;Christian;Single;Student;Center Left;Heterosexual;LOW;drink brand;drink brand;entertainment;NO;0.471204;1
96;26-35;female;Boston;No religious affiliation;Married;Service;Center Right;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.324607;0
95;36-45;female;Winthrop;Buddhist;Married;Professional;Center Left;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.481675;0
94;18-25;male;Boston;Muslim;Single;Sales and office;Center;Heterosexual;LOW;tv show;drink brand;soccer club;YES;0.492147;0
93;66-75;male;Winthrop;Christian;Single;Student;Center;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.649215;0
92;18-25;male;Winthrop;Jewish;Single;Service;Center;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.219895;8
91;36-45;female;San Jose;Muslim;Married;Sales and office;Center;Heterosexual;LOW;tv show;drink brand;soccer club;YES;0.261780;0
90;18-25;male;San Jose;Christian;Married;Student;Center Left;Bisexual;MEDIUM;drink brand;drink brand;entertainment;NO;0.282723;1
89;18-25;female;Winthrop;Christian;Single;Professional;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.198953;8
88;26-35;male;Winthrop;No religious affiliation;Divorced;Sales and office;Center Right;Heterosexual;LOW;music artist;music artist;entertainment;NO;0.324607;5
87;26-35;male;Boston;No religious affiliation;Single;Student;Left;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.298429;1
86;26-35;male;Palo Alto;No religious affiliation;Single;Sales and office;Center;Heterosexual;LOW;music artist;music artist;entertainment;NO;0.486911;0
85;26-35;male;San Jose;Hindu;Married;Natural resources construction and maintenance;Center Left;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.209424;1
84;26-35;female;Palo Alto;Muslim;Widowed;Student;Center Left;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.371728;1
83;26-35;male;Winthrop;Christian;Divorced;Professional;Center Left;Heterosexual;MEDIUM;drink brand;drink brand;entertainment;NO;0.298429;1
82;18-25;male;Palo Alto;Christian;Divorced;Sales and office;Center Right;Heterosexual;MEDIUM;drink brand;drink brand;entertainment;NO;0.340314;1
81;76-85;female;Winthrop;Buddhist;Divorced;Manager;Left;Homosexual;LOW;music artist;music artist;entertainment;YES;0.335079;2
80;18-25;female;Winthrop;Other Religions;Single;Service;Center Left;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.340314;8
79;36-45;male;Palo Alto;Christian;Widowed;Student;Left;Bisexual;LOW;tv show;drink brand;soccer club;YES;0.465969;1
78;18-25;female;Palo Alto;Other Religions;Married;Student;Center Left;Heterosexual;LOW;music artist;music artist;entertainment;NO;0.544503;1
77;18-25;female;Winthrop;Christian;Single;Professional;Center Right;Heterosexual;MEDIUM;entertainment;entertainment;music artist;NO;0.240838;8
76;26-35;male;Boston;Christian;Single;Sales and office;Center Left;Bisexual;MEDIUM;music artist;music artist;entertainment;NO;0.392670;1
75;18-25;female;Palo Alto;Muslim;Single;Sales and office;Far Left;Homosexual;LOW;tv show;drink brand;soccer club;YES;0.319372;1
74;18-25;male;San Jose;Jewish;Widowed;Student;Center Left;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.502618;1
73;46-55;male;Cambridge;Sikh;Divorced;Manager;Left;Heterosexual;LOW;tv show;drink brand;soccer club;YES;0.329843;2
72;18-25;female;Winthrop;Christian;Single;Service;Left;Heterosexual;MEDIUM;tv show;drink brand;soccer club;YES;0.403141;8
71;18-25;male;Palo Alto;Other Religions;Married;Professional;Left;Heterosexual;LOW;drink brand;drink brand;entertainment;YES;0.455497;1
70;18-25;male;Palo Alto;Christian;Divorced;Manager;Center Left;Heterosexual;MEDIUM;drink brand;drink brand;entertainment;NO;0.539267;1
69;56-65;male;Santa Barbara;Christian;Single;Student;Far Left;Heterosexual;MEDIUM;drink brand;drink brand;entertainment;YES;0.282723;1
68;18-25;female;Boston;Christian;Single;Student;Right;Heterosexual;MEDIUM;tv show;drink brand;soccer club;NO;0.465969;1
67;18-25;male;Palo Alto;Christian;Single;Student;Center Left;Heterosexual;MEDIUM;tv show;drink brand;soccer club;NO;0.460733;1
66;18-25;male;San Jose;Muslim;Widowed;Service;Center Left;Heterosexual;LOW;drink brand;drink brand;entertainment;YES;0.607330;1
65;18-25;male;Cambridge;Muslim;Divorced;Sales and office;Center;Heterosexual;LOW;tv show;drink brand;soccer club;YES;0.392670;0
64;18-25;male;Palo Alto;Christian;Single;Professional;Center Left;Asexual;MEDIUM;tv show;drink brand;soccer club;NO;0.617801;1
63;46-55;female;Winthrop;Muslim;Widowed;Sales and office;Center;Heterosexual;LOW;drink brand;drink brand;entertainment;YES;0.502618;1
62;18-25;male;Palo Alto;Christian;Married;Sales and office;Left;Heterosexual;MEDIUM;drink brand;drink brand;entertainment;YES;0.968586;1
61;18-25;female;Cambridge;Hindu;Married;Production transportation and material moving;Right;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.230366;3
60;36-45;male;Boston;Muslim;Married;Sales and office;Center;Heterosexual;LOW;music artist;drink brand;entertainment;YES;0.214660;0
59;36-45;male;Palo Alto;Muslim;Married;Service;Center Left;Bisexual;LOW;drink brand;drink brand;entertainment;YES;0.298429;0
58;36-45;male;Boston;No religious affiliation;Married;Sales and office;Center;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.235602;0
57;36-45;male;Boston;No religious affiliation;Married;Sales and office;Center;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.397906;0
56;36-45;male;San Jose;Buddhist;Single;Manager;Center;Asexual;LOW;entertainment;entertainment;music artist;NO;0.361257;0
55;18-25;female;Santa Barbara;Christian;Single;Sales and office;Center Left;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.455497;0
54;56-65;male;Santa Barbara;Hindu;Widowed;Natural resources construction and maintenance;Right;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.198953;3
53;76-85;male;Cambridge;Buddhist;Married;Production transportation and material moving;Center Right;Heterosexual;LOW;music artist;music artist;entertainment;NO;0.382199;3
52;56-65;male;Santa Barbara;Buddhist;Married;Natural resources construction and maintenance;Right;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.282723;3
51;36-45;male;San Jose;Muslim;Widowed;Natural resources construction and maintenance;Far Right;Heterosexual;LOW;music artist;music artist;entertainment;YES;0.450262;3
50;36-45;male;Boston;No religious affiliation;Married;Sales and office;Far Right;Heterosexual;LOW;drink brand;drink brand;entertainment;NO;0.303665;0
49;36-45;male;Boston;Muslim;Married;Sales and office;Center Left;Heterosexual;LOW;tv show;drink brand;soccer club;YES;0.450262;0
48;46-55;female;Cambridge;Muslim;Married;Student;Center;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.465969;0
47;36-45;female;Boston;Buddhist;Single;Sales and office;Center;Bisexual;LOW;entertainment;entertainment;music artist;NO;0.544503;0
46;46-55;male;Winthrop;Muslim;Married;Sales and office;Far Left;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.230366;0
45;56-65;male;Winthrop;Sikh;Single;Production transportation and material moving;Center Right;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.319372;3
44;26-35;male;San Jose;Other Religions;Single;Manager;Left;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.340314;0
43;36-45;male;Boston;No religious affiliation;Married;Sales and office;Center;Heterosexual;LOW;entertainment;drink brand;music artist;NO;0.528796;0
42;36-45;male;Boston;No religious affiliation;Married;Sales and office;Center;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.303665;0
41;26-35;male;Cambridge;Hindu;Married;Sales and office;Center;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.434555;0
40;36-45;female;Cambridge;Christian;Single;Production transportation and material moving;Far Left;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.387435;0
39;26-35;female;Boston;No religious affiliation;Single;Sales and office;Center;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.544503;0
38;36-45;male;Boston;Hindu;Single;Sales and office;Center;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.298429;0
37;56-65;male;Santa Barbara;Hindu;Married;Production transportation and material moving;Right;Heterosexual;LOW;music artist;music artist;entertainment;NO;0.429319;3
36;36-45;female;Winthrop;No religious affiliation;Single;Sales and office;Center;Asexual;LOW;entertainment;entertainment;music artist;NO;0.534031;0
35;36-45;male;Palo Alto;Christian;Married;Student;Center Left;Asexual;LOW;drink brand;drink brand;entertainment;NO;0.560209;1
34;26-35;male;Santa Barbara;Muslim;Single;Student;Center;Heterosexual;LOW;tv show;drink brand;soccer club;YES;0.455497;0
33;36-45;male;Boston;Christian;Married;Professional;Center;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.591623;0
32;26-35;male;Boston;Muslim;Married;Sales and office;Center;Heterosexual;LOW;drink brand;drink brand;entertainment;YES;0.643979;0
31;56-65;male;Boston;No religious affiliation;Married;Sales and office;Center;Heterosexual;LOW;drink brand;drink brand;entertainment;NO;1.000000;0
30;66-75;male;Santa Barbara;Muslim;Single;Natural resources construction and maintenance;Right;Heterosexual;LOW;drink brand;drink brand;entertainment;YES;0.314136;3
29;26-35;male;Palo Alto;Muslim;Single;Professional;Center Right;Heterosexual;LOW;tv show;drink brand;soccer club;YES;0.277487;1
28;18-25;male;Palo Alto;Christian;Divorced;Student;Center Left;Heterosexual;MEDIUM;drink brand;drink brand;entertainment;NO;0.507853;1
27;18-25;female;San Jose;Christian;Married;Production transportation and material moving;Far Left;Heterosexual;MEDIUM;entertainment;entertainment;music artist;YES;0.376963;4
26;18-25;male;Palo Alto;Hindu;Single;Professional;Center Right;Bisexual;LOW;entertainment;entertainment;music artist;NO;0.429319;8
25;36-45;male;Cambridge;Muslim;Single;Sales and office;Left;Heterosexual;LOW;music artist;music artist;entertainment;YES;0.471204;0
24;26-35;male;Cambridge;Christian;Divorced;Production transportation and material moving;Left;Heterosexual;MEDIUM;tv show;drink brand;soccer club;YES;0.717277;1
23;18-25;male;Palo Alto;Christian;Single;Student;Center Left;Heterosexual;MEDIUM;drink brand;drink brand;entertainment;NO;0.329843;1
22;18-25;male;San Jose;Jewish;Single;Student;Left;Bisexual;LOW;entertainment;entertainment;music artist;YES;0.434555;1
21;18-25;female;San Jose;Christian;Divorced;Production transportation and material moving;Right;Heterosexual;MEDIUM;drink brand;drink brand;entertainment;NO;0.492147;1
20;26-35;male;Winthrop;Christian;Married;Student;Far Right;Heterosexual;MEDIUM;music artist;music artist;entertainment;NO;0.638743;1
19;26-35;female;Winthrop;Christian;Single;Service;Center Right;Heterosexual;MEDIUM;entertainment;entertainment;music artist;NO;0.513089;8
18;36-45;female;Palo Alto;No religious affiliation;Married;Professional;Center Right;Heterosexual;LOW;drink brand;drink brand;entertainment;NO;0.628272;5
17;26-35;male;Santa Barbara;Muslim;Single;Service;Center Left;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.602094;1
16;18-25;male;Santa Barbara;Christian;Single;Professional;Center Left;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.801047;1
15;18-25;male;Boston;Other Religions;Married;Professional;Center;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.272251;4
14;18-25;male;San Jose;Christian;Single;Student;Center Left;Heterosexual;MEDIUM;drink brand;drink brand;entertainment;NO;0.408377;1
13;18-25;male;Palo Alto;Christian;Single;Student;Center Left;Heterosexual;MEDIUM;drink brand;drink brand;entertainment;NO;0.455497;1
12;26-35;female;Palo Alto;Christian;Single;Production transportation and material moving;Center Left;Heterosexual;MEDIUM;tv show;drink brand;soccer club;NO;0.607330;1
11;66-75;female;San Jose;Christian;Married;Production transportation and material moving;Far Left;Heterosexual;MEDIUM;music artist;music artist;entertainment;YES;0.429319;4
10;18-25;female;Santa Barbara;Christian;Widowed;Production transportation and material moving;Center;Heterosexual;MEDIUM;drink brand;drink brand;entertainment;NO;0.596859;8
9;18-25;female;Boston;Jewish;Single;Service;Left;Heterosexual;LOW;music artist;music artist;entertainment;YES;0.591623;4
8;18-25;male;Palo Alto;Christian;Single;Student;Center Left;Heterosexual;MEDIUM;drink brand;drink brand;entertainment;NO;0.790576;1
7;26-35;male;Palo Alto;Christian;Single;Production transportation and material moving;Center;Heterosexual;MEDIUM;drink brand;drink brand;entertainment;NO;0.392670;1
6;18-25;male;Palo Alto;Christian;Married;Student;Far Left;Bisexual;MEDIUM;music artist;music artist;entertainment;YES;0.570681;1
5;56-65;male;Palo Alto;Christian;Single;Production transportation and material moving;Left;Heterosexual;MEDIUM;entertainment;entertainment;music artist;YES;0.596859;1
4;66-75;male;Santa Barbara;Christian;Married;Professional;Left;Homosexual;MEDIUM;music artist;music artist;entertainment;YES;0.759162;1
3;66-75;female;San Jose;Christian;Married;Natural resources construction and maintenance;Far Left;Heterosexual;LOW;tv show;drink brand;soccer club;YES;0.591623;4
2;66-75;female;Palo Alto;Christian;Married;Sales and office;Right;Heterosexual;MEDIUM;drink brand;drink brand;entertainment;NO;0.706806;1
1;26-35;male;Palo Alto;Christian;Single;Student;Center Left;Heterosexual;MEDIUM;drink brand;drink brand;entertainment;NO;0.759162;1
0;18-25;male;Santa Barbara;Jewish;Single;Student;Center Right;Heterosexual;LOW;music artist;music artist;entertainment;NO;0.989529;1
